Nome,ID,Genere,Popolarità,Followers,Spotify URL,Nazionalità
MC Solaar,3nU8TSIICYDbUqRpJISTRE,french hip hop,49,244887,"<a href=""https://open.spotify.com/artist/3nU8TSIICYDbUqRpJISTRE"" target=""_blank"">https://open.spotify.com/artist/3nU8TSIICYDbUqRpJISTRE</a>",Francese
iamjakehill,26JloX1vHxGGrGUVeMItFJ,sad rap,64,569658,"<a href=""https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ"" target=""_blank"">https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ</a>",Francese
Francis Cabrel,5uo5NwSONVNfvSHHMQrHAv,chanson,58,900833,"<a href=""https://open.spotify.com/artist/5uo5NwSONVNfvSHHMQrHAv"" target=""_blank"">https://open.spotify.com/artist/5uo5NwSONVNfvSHHMQrHAv</a>",Francese
Jean-Jacques Goldman,2Cx19OTMqa6gpz2l60cGG2,chanson,58,1079457,"<a href=""https://open.spotify.com/artist/2Cx19OTMqa6gpz2l60cGG2"" target=""_blank"">https://open.spotify.com/artist/2Cx19OTMqa6gpz2l60cGG2</a>",Francese
Renaud Capuçon,6ttz1LgWFVgRiNDOjtDb2L,classical performance,47,15086,"<a href=""https://open.spotify.com/artist/6ttz1LgWFVgRiNDOjtDb2L"" target=""_blank"">https://open.spotify.com/artist/6ttz1LgWFVgRiNDOjtDb2L</a>",Francese
Calogero,5Nq9MbzweBc5oL4WzsECx4,chanson,56,737664,"<a href=""https://open.spotify.com/artist/5Nq9MbzweBc5oL4WzsECx4"" target=""_blank"">https://open.spotify.com/artist/5Nq9MbzweBc5oL4WzsECx4</a>",Francese
Michel Polnareff,7aKldvGENbL4bj8TCWHuhT,chanson,47,206143,"<a href=""https://open.spotify.com/artist/7aKldvGENbL4bj8TCWHuhT"" target=""_blank"">https://open.spotify.com/artist/7aKldvGENbL4bj8TCWHuhT</a>",Francese
Khaled,28ztjHIXceRRntmTUfnmUX,classic arab pop,56,1723643,"<a href=""https://open.spotify.com/artist/28ztjHIXceRRntmTUfnmUX"" target=""_blank"">https://open.spotify.com/artist/28ztjHIXceRRntmTUfnmUX</a>",Francese
Angèle,3QVolfxko2UyCOtexhVTli,belgian pop,63,2684093,"<a href=""https://open.spotify.com/artist/3QVolfxko2UyCOtexhVTli"" target=""_blank"">https://open.spotify.com/artist/3QVolfxko2UyCOtexhVTli</a>",Francese
Stromae,5j4HeCoUlzhfWtjAfM1acR,belgian pop,68,3140007,"<a href=""https://open.spotify.com/artist/5j4HeCoUlzhfWtjAfM1acR"" target=""_blank"">https://open.spotify.com/artist/5j4HeCoUlzhfWtjAfM1acR</a>",Francese
Christine and the Queens,04vj3iPUiVh5melWr0w3xT,art pop,54,680254,"<a href=""https://open.spotify.com/artist/04vj3iPUiVh5melWr0w3xT"" target=""_blank"">https://open.spotify.com/artist/04vj3iPUiVh5melWr0w3xT</a>",Francese
Vanessa Paradis,1FmxE030Xe2H8Bn9bdv6Pd,chanson,55,306764,"<a href=""https://open.spotify.com/artist/1FmxE030Xe2H8Bn9bdv6Pd"" target=""_blank"">https://open.spotify.com/artist/1FmxE030Xe2H8Bn9bdv6Pd</a>",Francese
Édith Piaf,1WPcVNert9hn7mHsPKDn7j,chanson,58,1052572,"<a href=""https://open.spotify.com/artist/1WPcVNert9hn7mHsPKDn7j"" target=""_blank"">https://open.spotify.com/artist/1WPcVNert9hn7mHsPKDn7j</a>",Francese
Zazie,3FLS6y4AR3126l4D06V0ZD,chanson,52,435495,"<a href=""https://open.spotify.com/artist/3FLS6y4AR3126l4D06V0ZD"" target=""_blank"">https://open.spotify.com/artist/3FLS6y4AR3126l4D06V0ZD</a>",Francese
Jean-Michel Jarre,5MhLmv7GgyjbxGqiIGasvT,laboratorio,52,563297,"<a href=""https://open.spotify.com/artist/5MhLmv7GgyjbxGqiIGasvT"" target=""_blank"">https://open.spotify.com/artist/5MhLmv7GgyjbxGqiIGasvT</a>",Francese
Louane,7wjeXCtRND2ZdKfMJFu6JC,french pop,60,1299842,"<a href=""https://open.spotify.com/artist/7wjeXCtRND2ZdKfMJFu6JC"" target=""_blank"">https://open.spotify.com/artist/7wjeXCtRND2ZdKfMJFu6JC</a>",Francese
Étienne Daho,5aDKJuLDczfmHfRSOmHCJk,chanson,47,158572,"<a href=""https://open.spotify.com/artist/5aDKJuLDczfmHfRSOmHCJk"" target=""_blank"">https://open.spotify.com/artist/5aDKJuLDczfmHfRSOmHCJk</a>",Francese
Michel Berger,5skauLarl8sqqUFypECtP4,chanson,48,362967,"<a href=""https://open.spotify.com/artist/5skauLarl8sqqUFypECtP4"" target=""_blank"">https://open.spotify.com/artist/5skauLarl8sqqUFypECtP4</a>",Francese
Vianney,4Nrd0CtP8txoQhnnlRA6V6,chanson,63,1169255,"<a href=""https://open.spotify.com/artist/4Nrd0CtP8txoQhnnlRA6V6"" target=""_blank"">https://open.spotify.com/artist/4Nrd0CtP8txoQhnnlRA6V6</a>",Francese
Patrick Bruel,0vmrFTWCwK3gFGDzeUzeMg,chanson,51,593735,"<a href=""https://open.spotify.com/artist/0vmrFTWCwK3gFGDzeUzeMg"" target=""_blank"">https://open.spotify.com/artist/0vmrFTWCwK3gFGDzeUzeMg</a>",Francese
Clara Luciani,2oVrruuEI0Dr2I4NvLtQS0,chanson,54,761646,"<a href=""https://open.spotify.com/artist/2oVrruuEI0Dr2I4NvLtQS0"" target=""_blank"">https://open.spotify.com/artist/2oVrruuEI0Dr2I4NvLtQS0</a>",Francese
Yann Tiersen,00sazWvoTLOqg5MFwC68Um,compositional ambient,62,1008261,"<a href=""https://open.spotify.com/artist/00sazWvoTLOqg5MFwC68Um"" target=""_blank"">https://open.spotify.com/artist/00sazWvoTLOqg5MFwC68Um</a>",Francese
Lou Doillon,05TeWWFqSVEUurt1lVhh4q,french indie pop,43,84604,"<a href=""https://open.spotify.com/artist/05TeWWFqSVEUurt1lVhh4q"" target=""_blank"">https://open.spotify.com/artist/05TeWWFqSVEUurt1lVhh4q</a>",Francese
Nolwenn Leroy,6suRVbMTiFWlTpB6fdLdF2,chanson,40,189439,"<a href=""https://open.spotify.com/artist/6suRVbMTiFWlTpB6fdLdF2"" target=""_blank"">https://open.spotify.com/artist/6suRVbMTiFWlTpB6fdLdF2</a>",Francese
Serge Gainsbourg,01C9OoXDvCKkGcf735Tcfo,chanson,52,541123,"<a href=""https://open.spotify.com/artist/01C9OoXDvCKkGcf735Tcfo"" target=""_blank"">https://open.spotify.com/artist/01C9OoXDvCKkGcf735Tcfo</a>",Francese
Mylène Farmer,0e04xgVBPU6mE2QkSHlufD,chanson,54,511208,"<a href=""https://open.spotify.com/artist/0e04xgVBPU6mE2QkSHlufD"" target=""_blank"">https://open.spotify.com/artist/0e04xgVBPU6mE2QkSHlufD</a>",Francese
Nekfeu,4LXBc13z5EWsc5N32bLxfH,french hip hop,67,2592546,"<a href=""https://open.spotify.com/artist/4LXBc13z5EWsc5N32bLxfH"" target=""_blank"">https://open.spotify.com/artist/4LXBc13z5EWsc5N32bLxfH</a>",Francese
Johnny Hallyday,2HALYSe657tNJ1iKVXP2xA,chanson,56,1246874,"<a href=""https://open.spotify.com/artist/2HALYSe657tNJ1iKVXP2xA"" target=""_blank"">https://open.spotify.com/artist/2HALYSe657tNJ1iKVXP2xA</a>",Francese
Cœur De Pirate,2eRNMtoi82UZUuaL6naDjA,french pop,55,483587,"<a href=""https://open.spotify.com/artist/2eRNMtoi82UZUuaL6naDjA"" target=""_blank"">https://open.spotify.com/artist/2eRNMtoi82UZUuaL6naDjA</a>",Francese
Francis Lai,0Lf3tvw0Rzwr38KDrShstn,classic soundtrack,55,54245,"<a href=""https://open.spotify.com/artist/0Lf3tvw0Rzwr38KDrShstn"" target=""_blank"">https://open.spotify.com/artist/0Lf3tvw0Rzwr38KDrShstn</a>",Francese
Zazie,3FLS6y4AR3126l4D06V0ZD,chanson,52,435495,"<a href=""https://open.spotify.com/artist/3FLS6y4AR3126l4D06V0ZD"" target=""_blank"">https://open.spotify.com/artist/3FLS6y4AR3126l4D06V0ZD</a>",Francese
Black M,7lMgpN1tEBQKpRoUMKB8iw,french pop,53,1823926,"<a href=""https://open.spotify.com/artist/7lMgpN1tEBQKpRoUMKB8iw"" target=""_blank"">https://open.spotify.com/artist/7lMgpN1tEBQKpRoUMKB8iw</a>",Francese
Mireille Mathieu,6fAg4jVV9zANHej0mzaMG6,,41,116547,"<a href=""https://open.spotify.com/artist/6fAg4jVV9zANHej0mzaMG6"" target=""_blank"">https://open.spotify.com/artist/6fAg4jVV9zANHej0mzaMG6</a>",Francese
Jean Ferrat,4GAdDePOvBsOl3n3nVHWpt,chanson,45,271595,"<a href=""https://open.spotify.com/artist/4GAdDePOvBsOl3n3nVHWpt"" target=""_blank"">https://open.spotify.com/artist/4GAdDePOvBsOl3n3nVHWpt</a>",Francese
Patrick Fiori,18PkzXDURSTyGZTg9w66qq,chanson,49,397769,"<a href=""https://open.spotify.com/artist/18PkzXDURSTyGZTg9w66qq"" target=""_blank"">https://open.spotify.com/artist/18PkzXDURSTyGZTg9w66qq</a>",Francese
Hugues Aufray,6TOGbRYHQizlf3adIyugol,chanson,42,86631,"<a href=""https://open.spotify.com/artist/6TOGbRYHQizlf3adIyugol"" target=""_blank"">https://open.spotify.com/artist/6TOGbRYHQizlf3adIyugol</a>",Francese
Benjamin Biolay,26Kq9bSJsElA93PflKEB1A,chanson,48,170956,"<a href=""https://open.spotify.com/artist/26Kq9bSJsElA93PflKEB1A"" target=""_blank"">https://open.spotify.com/artist/26Kq9bSJsElA93PflKEB1A</a>",Francese
Calibro 35,7ueDbhgpZaiUxEbiHnwezi,italian alternative,36,47264,"<a href=""https://open.spotify.com/artist/7ueDbhgpZaiUxEbiHnwezi"" target=""_blank"">https://open.spotify.com/artist/7ueDbhgpZaiUxEbiHnwezi</a>",Francese
Catherine Lara,3eFOtlrhUuKPOrO2JlM6AS,classic french pop,30,8324,"<a href=""https://open.spotify.com/artist/3eFOtlrhUuKPOrO2JlM6AS"" target=""_blank"">https://open.spotify.com/artist/3eFOtlrhUuKPOrO2JlM6AS</a>",Francese
Nâdiya,51Ynjynt1xi7KBXCXHNdyN,french pop,37,89748,"<a href=""https://open.spotify.com/artist/51Ynjynt1xi7KBXCXHNdyN"" target=""_blank"">https://open.spotify.com/artist/51Ynjynt1xi7KBXCXHNdyN</a>",Francese
Fauve,3Qei3mnDY6LrmJK6sYJdxo,french indie pop,47,250967,"<a href=""https://open.spotify.com/artist/3Qei3mnDY6LrmJK6sYJdxo"" target=""_blank"">https://open.spotify.com/artist/3Qei3mnDY6LrmJK6sYJdxo</a>",Francese
La Grande Sophie,76IqDKTydgWzyIuNpUD3Jg,chanson,35,63329,"<a href=""https://open.spotify.com/artist/76IqDKTydgWzyIuNpUD3Jg"" target=""_blank"">https://open.spotify.com/artist/76IqDKTydgWzyIuNpUD3Jg</a>",Francese
Hubert-Félix Thiéfaine,5uD9sDsgIlcyH0e6Hkxbat,chanson,41,87847,"<a href=""https://open.spotify.com/artist/5uD9sDsgIlcyH0e6Hkxbat"" target=""_blank"">https://open.spotify.com/artist/5uD9sDsgIlcyH0e6Hkxbat</a>",Francese
Jean Leloup,4wxSKb9ur3AbGRCv81xFAd,auteur-compositeur-interprete quebecois,41,108371,"<a href=""https://open.spotify.com/artist/4wxSKb9ur3AbGRCv81xFAd"" target=""_blank"">https://open.spotify.com/artist/4wxSKb9ur3AbGRCv81xFAd</a>",Francese
Maxime Le Forestier,63daU3zd0ubMpG5sgOorgC,chanson,43,167035,"<a href=""https://open.spotify.com/artist/63daU3zd0ubMpG5sgOorgC"" target=""_blank"">https://open.spotify.com/artist/63daU3zd0ubMpG5sgOorgC</a>",Francese
Zaho,0vN920jukdAbErvjo2OJ2o,french pop,54,602306,"<a href=""https://open.spotify.com/artist/0vN920jukdAbErvjo2OJ2o"" target=""_blank"">https://open.spotify.com/artist/0vN920jukdAbErvjo2OJ2o</a>",Francese
Michel Fugain,3Uitc0uNSbhVrqJON4NCMY,chanson,44,153694,"<a href=""https://open.spotify.com/artist/3Uitc0uNSbhVrqJON4NCMY"" target=""_blank"">https://open.spotify.com/artist/3Uitc0uNSbhVrqJON4NCMY</a>",Francese
Lorien,66hgLpG8bQtmvrljOgZAoL,,38,1609,"<a href=""https://open.spotify.com/artist/66hgLpG8bQtmvrljOgZAoL"" target=""_blank"">https://open.spotify.com/artist/66hgLpG8bQtmvrljOgZAoL</a>",Francese
Magic System,6MvRVq0CtpQQlwnIiszV8F,afropop,56,242605,"<a href=""https://open.spotify.com/artist/6MvRVq0CtpQQlwnIiszV8F"" target=""_blank"">https://open.spotify.com/artist/6MvRVq0CtpQQlwnIiszV8F</a>",Francese
Yelle,0WbqAlM1WvfUD6dF7omThd,alternative dance,41,224109,"<a href=""https://open.spotify.com/artist/0WbqAlM1WvfUD6dF7omThd"" target=""_blank"">https://open.spotify.com/artist/0WbqAlM1WvfUD6dF7omThd</a>",Francese
Melody Gardot,2P1puQXmG48EVLBrHbum1J,contemporary vocal jazz,57,675932,"<a href=""https://open.spotify.com/artist/2P1puQXmG48EVLBrHbum1J"" target=""_blank"">https://open.spotify.com/artist/2P1puQXmG48EVLBrHbum1J</a>",Francese
Michel Sardou,0krCd0zVANPv9ryri4T0TO,chanson,54,660137,"<a href=""https://open.spotify.com/artist/0krCd0zVANPv9ryri4T0TO"" target=""_blank"">https://open.spotify.com/artist/0krCd0zVANPv9ryri4T0TO</a>",Francese
Olivia Ruiz,12OSqKGORygb2C6H36qKuj,chanson,43,155274,"<a href=""https://open.spotify.com/artist/12OSqKGORygb2C6H36qKuj"" target=""_blank"">https://open.spotify.com/artist/12OSqKGORygb2C6H36qKuj</a>",Francese
Pascal Obispo,6XPs6CAjfdxIFrVVUFRrAS,chanson,49,340973,"<a href=""https://open.spotify.com/artist/6XPs6CAjfdxIFrVVUFRrAS"" target=""_blank"">https://open.spotify.com/artist/6XPs6CAjfdxIFrVVUFRrAS</a>",Francese
Plastic Bertrand,1KeIof0zqga5ojkmOKg88P,classic belgian pop,45,50398,"<a href=""https://open.spotify.com/artist/1KeIof0zqga5ojkmOKg88P"" target=""_blank"">https://open.spotify.com/artist/1KeIof0zqga5ojkmOKg88P</a>",Francese
Raphael Gualazzi,6hu9cUsJDFg2kUkAAjOepA,,37,55293,"<a href=""https://open.spotify.com/artist/6hu9cUsJDFg2kUkAAjOepA"" target=""_blank"">https://open.spotify.com/artist/6hu9cUsJDFg2kUkAAjOepA</a>",Francese
Soprano,2RJBv9wXbW6m539q9NOfW1,french hip hop,59,3336863,"<a href=""https://open.spotify.com/artist/2RJBv9wXbW6m539q9NOfW1"" target=""_blank"">https://open.spotify.com/artist/2RJBv9wXbW6m539q9NOfW1</a>",Francese
Stromae,5j4HeCoUlzhfWtjAfM1acR,belgian pop,68,3140007,"<a href=""https://open.spotify.com/artist/5j4HeCoUlzhfWtjAfM1acR"" target=""_blank"">https://open.spotify.com/artist/5j4HeCoUlzhfWtjAfM1acR</a>",Francese
Superbus,3Hog7RVQ1lAv1crdfiJPLq,chanson,41,144418,"<a href=""https://open.spotify.com/artist/3Hog7RVQ1lAv1crdfiJPLq"" target=""_blank"">https://open.spotify.com/artist/3Hog7RVQ1lAv1crdfiJPLq</a>",Francese
Yves Montand,5ru2x3pjrNn67D22BRwlFP,chanson,44,166886,"<a href=""https://open.spotify.com/artist/5ru2x3pjrNn67D22BRwlFP"" target=""_blank"">https://open.spotify.com/artist/5ru2x3pjrNn67D22BRwlFP</a>",Francese
AMIRROR,1A5W3vIrct237pEN1UfFqD,,41,518,"<a href=""https://open.spotify.com/artist/1A5W3vIrct237pEN1UfFqD"" target=""_blank"">https://open.spotify.com/artist/1A5W3vIrct237pEN1UfFqD</a>",Francese
Christophe Maé,7jgnJBnpZTiGnCF2Wvka2Z,chanson,55,621789,"<a href=""https://open.spotify.com/artist/7jgnJBnpZTiGnCF2Wvka2Z"" target=""_blank"">https://open.spotify.com/artist/7jgnJBnpZTiGnCF2Wvka2Z</a>",Francese
Corneille,2GBDOaCl73BVUs2RerIme7,french pop,43,175719,"<a href=""https://open.spotify.com/artist/2GBDOaCl73BVUs2RerIme7"" target=""_blank"">https://open.spotify.com/artist/2GBDOaCl73BVUs2RerIme7</a>",Francese
Diam's,6379rD5bSEwInazkKhZ9DM,french hip hop,54,715940,"<a href=""https://open.spotify.com/artist/6379rD5bSEwInazkKhZ9DM"" target=""_blank"">https://open.spotify.com/artist/6379rD5bSEwInazkKhZ9DM</a>",Francese
Elsa Lunghini,3gZn1qxUoX67W9sJi8a4MJ,,4,990,"<a href=""https://open.spotify.com/artist/3gZn1qxUoX67W9sJi8a4MJ"" target=""_blank"">https://open.spotify.com/artist/3gZn1qxUoX67W9sJi8a4MJ</a>",Francese
Felix Leclerc,6GDqBabt6mrV2G3cMXZPKW,auteur-compositeur-interprete quebecois,27,18955,"<a href=""https://open.spotify.com/artist/6GDqBabt6mrV2G3cMXZPKW"" target=""_blank"">https://open.spotify.com/artist/6GDqBabt6mrV2G3cMXZPKW</a>",Francese
Garou,1oXtLNYfNMQLxWsatCTCCn,chanson,49,342167,"<a href=""https://open.spotify.com/artist/1oXtLNYfNMQLxWsatCTCCn"" target=""_blank"">https://open.spotify.com/artist/1oXtLNYfNMQLxWsatCTCCn</a>",Francese
Grand Corps Malade,3PsyPWjsftbfeXGorZv4AM,chanson,57,802458,"<a href=""https://open.spotify.com/artist/3PsyPWjsftbfeXGorZv4AM"" target=""_blank"">https://open.spotify.com/artist/3PsyPWjsftbfeXGorZv4AM</a>",Francese
Jean-Jacques Debout,5zmRKiIiWGtQ7ZNNgXhhGz,vintage chanson,7,462,"<a href=""https://open.spotify.com/artist/5zmRKiIiWGtQ7ZNNgXhhGz"" target=""_blank"">https://open.spotify.com/artist/5zmRKiIiWGtQ7ZNNgXhhGz</a>",Francese
Kendji Girac,4IS4EyXNmiI2w5SRCjMtEF,french pop,60,1900079,"<a href=""https://open.spotify.com/artist/4IS4EyXNmiI2w5SRCjMtEF"" target=""_blank"">https://open.spotify.com/artist/4IS4EyXNmiI2w5SRCjMtEF</a>",Francese
Léo Ferré,6NB0vY1HQgkUpCBsm5eAvo,chanson,37,143723,"<a href=""https://open.spotify.com/artist/6NB0vY1HQgkUpCBsm5eAvo"" target=""_blank"">https://open.spotify.com/artist/6NB0vY1HQgkUpCBsm5eAvo</a>",Francese
M. Pokora,6euPnGzBlDysAC5ecVguNZ,french pop,53,774164,"<a href=""https://open.spotify.com/artist/6euPnGzBlDysAC5ecVguNZ"" target=""_blank"">https://open.spotify.com/artist/6euPnGzBlDysAC5ecVguNZ</a>",Francese
Nâdiya,51Ynjynt1xi7KBXCXHNdyN,french pop,37,89748,"<a href=""https://open.spotify.com/artist/51Ynjynt1xi7KBXCXHNdyN"" target=""_blank"">https://open.spotify.com/artist/51Ynjynt1xi7KBXCXHNdyN</a>",Francese
Olivier Dion,0PruFnhaNaqZRPJO1s73Em,,28,27656,"<a href=""https://open.spotify.com/artist/0PruFnhaNaqZRPJO1s73Em"" target=""_blank"">https://open.spotify.com/artist/0PruFnhaNaqZRPJO1s73Em</a>",Francese
Pascal Parisot,0GHdbA1O72G8k3EcddfP4r,nouvelle chanson francaise,22,3422,"<a href=""https://open.spotify.com/artist/0GHdbA1O72G8k3EcddfP4r"" target=""_blank"">https://open.spotify.com/artist/0GHdbA1O72G8k3EcddfP4r</a>",Francese
Raphaël,1NPnXlXdEfr5ZxhEDsFevM,chanson,50,145281,"<a href=""https://open.spotify.com/artist/1NPnXlXdEfr5ZxhEDsFevM"" target=""_blank"">https://open.spotify.com/artist/1NPnXlXdEfr5ZxhEDsFevM</a>",Francese
Vincent Delerm,3Uo7E7lR9Li0qXzxU8VmnF,chanson,47,57074,"<a href=""https://open.spotify.com/artist/3Uo7E7lR9Li0qXzxU8VmnF"" target=""_blank"">https://open.spotify.com/artist/3Uo7E7lR9Li0qXzxU8VmnF</a>",Francese
Rammstein,6wWVKhxIU2cEi0K81v7HvP,german metal,76,8870101,"<a href=""https://open.spotify.com/artist/6wWVKhxIU2cEi0K81v7HvP"" target=""_blank"">https://open.spotify.com/artist/6wWVKhxIU2cEi0K81v7HvP</a>",Tedesca
Kraftwerk,0dmPX6ovclgOy8WWJaFEUU,dusseldorf electronic,49,745741,"<a href=""https://open.spotify.com/artist/0dmPX6ovclgOy8WWJaFEUU"" target=""_blank"">https://open.spotify.com/artist/0dmPX6ovclgOy8WWJaFEUU</a>",Tedesca
Scorpions,27T030eWyCQRmDyuvr1kxY,album rock,69,6767262,"<a href=""https://open.spotify.com/artist/27T030eWyCQRmDyuvr1kxY"" target=""_blank"">https://open.spotify.com/artist/27T030eWyCQRmDyuvr1kxY</a>",Tedesca
Nena,6Tz0QRoe083BcOo2YbG9lV,german pop,58,404281,"<a href=""https://open.spotify.com/artist/6Tz0QRoe083BcOo2YbG9lV"" target=""_blank"">https://open.spotify.com/artist/6Tz0QRoe083BcOo2YbG9lV</a>",Tedesca
Falco,0hLd40hVpRDGENe4KGZLnW,austropop,56,502530,"<a href=""https://open.spotify.com/artist/0hLd40hVpRDGENe4KGZLnW"" target=""_blank"">https://open.spotify.com/artist/0hLd40hVpRDGENe4KGZLnW</a>",Tedesca
Modern Talking,79bxUQsBIXO8nVLB9fYKf7,europop,66,1456979,"<a href=""https://open.spotify.com/artist/79bxUQsBIXO8nVLB9fYKf7"" target=""_blank"">https://open.spotify.com/artist/79bxUQsBIXO8nVLB9fYKf7</a>",Tedesca
Tokio Hotel,46aNfN89JrOQTCy97GoCHa,german pop rock,61,898871,"<a href=""https://open.spotify.com/artist/46aNfN89JrOQTCy97GoCHa"" target=""_blank"">https://open.spotify.com/artist/46aNfN89JrOQTCy97GoCHa</a>",Tedesca
David Garrett,33k6kPYIS5TgseAc70LZjy,bow pop,49,482598,"<a href=""https://open.spotify.com/artist/33k6kPYIS5TgseAc70LZjy"" target=""_blank"">https://open.spotify.com/artist/33k6kPYIS5TgseAc70LZjy</a>",Tedesca
Die Toten Hosen,2F8GvYuY0lfZNYu45dY6gJ,german alternative rock,59,1387108,"<a href=""https://open.spotify.com/artist/2F8GvYuY0lfZNYu45dY6gJ"" target=""_blank"">https://open.spotify.com/artist/2F8GvYuY0lfZNYu45dY6gJ</a>",Tedesca
Lene Marlin,5TrH0BhpRgs2gkOb992bGC,norwegian pop,44,72420,"<a href=""https://open.spotify.com/artist/5TrH0BhpRgs2gkOb992bGC"" target=""_blank"">https://open.spotify.com/artist/5TrH0BhpRgs2gkOb992bGC</a>",Tedesca
Xavier Naidoo,47RPLpnGhBRTjQrRBOev9s,german pop,50,476861,"<a href=""https://open.spotify.com/artist/47RPLpnGhBRTjQrRBOev9s"" target=""_blank"">https://open.spotify.com/artist/47RPLpnGhBRTjQrRBOev9s</a>",Tedesca
Helene Fischer,7MzHPIXAqIOCnvK0sVY72W,schlager,61,1856063,"<a href=""https://open.spotify.com/artist/7MzHPIXAqIOCnvK0sVY72W"" target=""_blank"">https://open.spotify.com/artist/7MzHPIXAqIOCnvK0sVY72W</a>",Tedesca
Herbert Grönemeyer,5tG5dl5mS2wB5w72YBpsyg,german pop,54,785766,"<a href=""https://open.spotify.com/artist/5tG5dl5mS2wB5w72YBpsyg"" target=""_blank"">https://open.spotify.com/artist/5tG5dl5mS2wB5w72YBpsyg</a>",Tedesca
Peter Maffay,5W3s4beu23rOlseCbVOp4l,classic schlager,51,605848,"<a href=""https://open.spotify.com/artist/5W3s4beu23rOlseCbVOp4l"" target=""_blank"">https://open.spotify.com/artist/5W3s4beu23rOlseCbVOp4l</a>",Tedesca
Nina Hagen,7xZHrltZh8zIRvjimgABvj,german punk,39,115444,"<a href=""https://open.spotify.com/artist/7xZHrltZh8zIRvjimgABvj"" target=""_blank"">https://open.spotify.com/artist/7xZHrltZh8zIRvjimgABvj</a>",Tedesca
Die Ärzte,0cbL6CYnRqpAxf1evwUVQD,german alternative rock,60,1085903,"<a href=""https://open.spotify.com/artist/0cbL6CYnRqpAxf1evwUVQD"" target=""_blank"">https://open.spotify.com/artist/0cbL6CYnRqpAxf1evwUVQD</a>",Tedesca
Udo Lindenberg,7iWcRnQMinCoV2u5ICgsW0,german pop,59,716122,"<a href=""https://open.spotify.com/artist/7iWcRnQMinCoV2u5ICgsW0"" target=""_blank"">https://open.spotify.com/artist/7iWcRnQMinCoV2u5ICgsW0</a>",Tedesca
Silbermond,3GbUWWI1rMwAIPbUVPvnPA,german pop,52,687560,"<a href=""https://open.spotify.com/artist/3GbUWWI1rMwAIPbUVPvnPA"" target=""_blank"">https://open.spotify.com/artist/3GbUWWI1rMwAIPbUVPvnPA</a>",Tedesca
Die Fantastischen Vier,748dDObrUoBetes0pLj788,german pop,48,601980,"<a href=""https://open.spotify.com/artist/748dDObrUoBetes0pLj788"" target=""_blank"">https://open.spotify.com/artist/748dDObrUoBetes0pLj788</a>",Tedesca
Wir sind Helden,3jiOHVFdVQjbSDVeC7RgY7,german pop,49,214483,"<a href=""https://open.spotify.com/artist/3jiOHVFdVQjbSDVeC7RgY7"" target=""_blank"">https://open.spotify.com/artist/3jiOHVFdVQjbSDVeC7RgY7</a>",Tedesca
Marianne Rosenberg,4RVBHXd0cu2qrEyv8jVjQZ,classic schlager,43,143401,"<a href=""https://open.spotify.com/artist/4RVBHXd0cu2qrEyv8jVjQZ"" target=""_blank"">https://open.spotify.com/artist/4RVBHXd0cu2qrEyv8jVjQZ</a>",Tedesca
Max Giesinger,224CDJhbm230iSo9ZomTWe,german pop,50,935016,"<a href=""https://open.spotify.com/artist/224CDJhbm230iSo9ZomTWe"" target=""_blank"">https://open.spotify.com/artist/224CDJhbm230iSo9ZomTWe</a>",Tedesca
Die Prinzen,7F0bQWvv3rfV3EubmoQlwZ,classic schlager,48,190267,"<a href=""https://open.spotify.com/artist/7F0bQWvv3rfV3EubmoQlwZ"" target=""_blank"">https://open.spotify.com/artist/7F0bQWvv3rfV3EubmoQlwZ</a>",Tedesca
Johannes Oerding,4I7D65YMlr6ZxVEGPb7q2K,german pop,52,680353,"<a href=""https://open.spotify.com/artist/4I7D65YMlr6ZxVEGPb7q2K"" target=""_blank"">https://open.spotify.com/artist/4I7D65YMlr6ZxVEGPb7q2K</a>",Tedesca
2raumwohnung,6BHpFo1cbGCGLWh28wa43x,german pop,40,84311,"<a href=""https://open.spotify.com/artist/6BHpFo1cbGCGLWh28wa43x"" target=""_blank"">https://open.spotify.com/artist/6BHpFo1cbGCGLWh28wa43x</a>",Tedesca
Andrea Berg,5dXbkgq9goxRAwCFoNU9Dp,classic schlager,52,689345,"<a href=""https://open.spotify.com/artist/5dXbkgq9goxRAwCFoNU9Dp"" target=""_blank"">https://open.spotify.com/artist/5dXbkgq9goxRAwCFoNU9Dp</a>",Tedesca
The Wiseguys,7oBJEgh7PQKJuxXb1lUEKA,big beat,32,23264,"<a href=""https://open.spotify.com/artist/7oBJEgh7PQKJuxXb1lUEKA"" target=""_blank"">https://open.spotify.com/artist/7oBJEgh7PQKJuxXb1lUEKA</a>",Tedesca
Purple Disco Machine,2WBJQGf1bT1kxuoqziH5g4,deep house,70,592413,"<a href=""https://open.spotify.com/artist/2WBJQGf1bT1kxuoqziH5g4"" target=""_blank"">https://open.spotify.com/artist/2WBJQGf1bT1kxuoqziH5g4</a>",Tedesca
Unheilig,6f1kv0aUPG9I0Rp3dmLCPi,dark rock,49,395170,"<a href=""https://open.spotify.com/artist/6f1kv0aUPG9I0Rp3dmLCPi"" target=""_blank"">https://open.spotify.com/artist/6f1kv0aUPG9I0Rp3dmLCPi</a>",Tedesca
